matchid,teamid,0_1,0_2,0_3,0_4,1_2,1_3,1_4,2_3,2_4,3_4,cs_00,cs_01,cs_02,cs_03,cs_04,cs_05,cs_06,cs_07,cs_08,cs_09,total_cs,gameDuration,win,total_death,total_kills,total_obj,delta_cs
NA1_3701050375,1,,,,,,,,,,,,,,,,,,,,,0,1844282,True,19,42,6,0
NA1_3700116135,0,,,,,,,,,,,,,,,,,,,,,0,1959668,True,31,61,6,0
NA1_3700116135,1,,,,,,,,,,,,,,,,,,,,,0,1959668,False,61,30,6,0
NA1_3700100855,0,,,,,,,,,,,,,,,,,,,,,0,1794911,False,43,32,6,0
NA1_3700100855,1,,,,,,,,,,,,,,,,,,,,,0,1794911,True,32,42,6,0
NA1_3888988374,0,,,,,,,,,,,,,,,,,,,,,0,1828160,False,69,81,6,0
NA1_3888988374,1,,,,,,,,,,,,,,,,,,,,,0,1828160,True,82,69,6,0
NA1_3886215989,0,,,,,,,,,,,,,,,,,,,,,0,1096634,False,68,47,6,0
NA1_3886215989,1,,,,,,,,,,,,,,,,,,,,,0,1096634,True,47,68,6,0
NA1_3883496013,0,,,,,,,,,,,,,,,,,,,,,0,1929460,True,24,34,6,0
NA1_3883496013,1,,,,,,,,,,,,,,,,,,,,,0,1929460,False,34,24,6,0
NA1_3883484581,0,,,,,,,,,,,,,,,,,,,,,0,1008252,True,29,47,6,0
NA1_3883484581,1,,,,,,,,,,,,,,,,,,,,,0,1008252,False,47,28,6,0
NA1_3882221478,0,,,,,,,,,,,,,,,,,,,,,0,1838737,False,37,36,6,0
NA1_3882221478,1,,,,,,,,,,,,,,,,,,,,,0,1838737,True,36,37,6,0
NA1_3882197480,0,,,,,,,,,,,,,,,,,,,,,0,1339192,True,23,24,6,0
NA1_3882197480,1,,,,,,,,,,,,,,,,,,,,,0,1339192,False,24,23,6,0
NA1_3882185216,0,,,,,,,,,,,,,,,,,,,,,0,1285396,True,51,55,6,0
NA1_3882185216,1,,,,,,,,,,,,,,,,,,,,,0,1285396,False,55,51,6,0
NA1_3882154304,0,,,,,,,,,,,,,,,,,,,,,0,814284,True,25,46,6,0
NA1_3882154304,1,,,,,,,,,,,,,,,,,,,,,0,814284,False,46,25,6,0
NA1_3881603671,0,,,,,,,,,,,,,,,,,,,,,0,688888,True,22,33,6,0
NA1_3881603671,1,,,,,,,,,,,,,,,,,,,,,0,688888,False,33,22,6,0
NA1_3878482786,0,,,,,,,,,,,,,,,,,,,,,0,776167,True,15,32,6,0
NA1_3878482786,1,,,,,,,,,,,,,,,,,,,,,0,776167,False,32,15,6,0
NA1_3878197320,0,,,,,,,,,,,,,,,,,,,,,0,1403841,False,54,38,6,0
NA1_3878197320,1,,,,,,,,,,,,,,,,,,,,,0,1403841,True,38,54,6,0
NA1_3877587832,0,,,,,,,,,,,,,,,,,,,,,0,1385532,True,36,43,6,0
NA1_3877587832,1,,,,,,,,,,,,,,,,,,,,,0,1385532,False,43,35,6,0
NA1_3877227915,0,,,,,,,,,,,,,,,,,,,,,0,1339237,True,48,60,6,0
NA1_3877227915,1,,,,,,,,,,,,,,,,,,,,,0,1339237,False,60,46,6,0
NA1_3877077282,0,,,,,,,,,,,,,,,,,,,,,0,1118801,True,28,37,6,0
NA1_3877077282,1,,,,,,,,,,,,,,,,,,,,,0,1118801,False,37,28,6,0
NA1_3877074928,0,,,,,,,,,,,,,,,,,,,,,0,1504230,False,42,50,6,0
NA1_3877074928,1,,,,,,,,,,,,,,,,,,,,,0,1504230,True,51,42,6,0
NA1_3876235343,0,,,,,,,,,,,,,,,,,,,,,0,1647335,False,78,67,6,0
NA1_3876235343,1,,,,,,,,,,,,,,,,,,,,,0,1647335,True,67,78,6,0
NA1_3874881065,0,,,,,,,,,,,,,,,,,,,,,0,1178980,False,45,35,6,0
NA1_3874881065,1,,,,,,,,,,,,,,,,,,,,,0,1178980,True,35,45,6,0
NA1_3874719064,0,,,,,,,,,,,,,,,,,,,,,0,670774,True,17,27,6,0
NA1_3874719064,1,,,,,,,,,,,,,,,,,,,,,0,670774,False,27,17,6,0
NA1_3873737045,0,,,,,,,,,,,,,,,,,,,,,0,1046419,True,37,41,6,0
NA1_3873737045,1,,,,,,,,,,,,,,,,,,,,,0,1046419,False,41,37,6,0
NA1_3873377559,0,,,,,,,,,,,,,,,,,,,,,0,960404,True,35,56,6,0
NA1_3873377559,1,,,,,,,,,,,,,,,,,,,,,0,960404,False,56,35,6,0
NA1_3873375379,0,,,,,,,,,,,,,,,,,,,,,0,1233504,False,48,43,6,0
NA1_3873375379,1,,,,,,,,,,,,,,,,,,,,,0,1233504,True,44,47,6,0
NA1_3870720901,0,,,,,,,,,,,,,,,,,,,,,0,1028547,False,49,37,6,0
NA1_3870720901,1,,,,,,,,,,,,,,,,,,,,,0,1028547,True,37,49,6,0
NA1_3869413744,0,,,,,,,,,,,,,,,,,,,,,0,220791,True,0,3,6,0
NA1_3869413744,1,,,,,,,,,,,,,,,,,,,,,0,220791,False,3,0,6,0
NA1_3869283388,0,,,,,,,,,,,,,,,,,,,,,0,849270,True,28,36,6,0
NA1_3869283388,1,,,,,,,,,,,,,,,,,,,,,0,849270,False,36,28,6,0
NA1_3866548831,0,,,,,,,,,,,,,,,,,,,,,0,701423,True,22,28,6,0
NA1_3866548831,1,,,,,,,,,,,,,,,,,,,,,0,701423,False,28,22,6,0
NA1_3866516541,0,,,,,,,,,,,,,,,,,,,,,0,1349411,False,50,36,6,0
NA1_3866516541,1,,,,,,,,,,,,,,,,,,,,,0,1349411,True,36,48,6,0
NA1_3866484819,0,,,,,,,,,,,,,,,,,,,,,0,974233,False,40,35,6,0
NA1_3866484819,1,,,,,,,,,,,,,,,,,,,,,0,974233,True,35,40,6,0
NA1_3865637159,0,,,,,,,,,,,,,,,,,,,,,0,1800560,True,50,63,6,0
NA1_3865637159,1,,,,,,,,,,,,,,,,,,,,,0,1800560,False,63,50,6,0
NA1_3865110676,0,,,,,,,,,,,,,,,,,,,,,0,1361753,True,35,61,6,0
NA1_3865110676,1,,,,,,,,,,,,,,,,,,,,,0,1361753,False,61,35,6,0
NA1_3859834485,0,,,,,,,,,,,,,,,,,,,,,0,1019788,False,41,21,6,0
NA1_3859834485,1,,,,,,,,,,,,,,,,,,,,,0,1019788,True,21,41,6,0
NA1_3859851705,0,,,,,,,,,,,,,,,,,,,,,0,1190152,True,38,36,6,0
NA1_3859851705,1,,,,,,,,,,,,,,,,,,,,,0,1190152,False,36,38,6,0
NA1_3857388528,0,,,,,,,,,,,,,,,,,,,,,0,776942,False,35,20,6,0
NA1_3857388528,1,,,,,,,,,,,,,,,,,,,,,0,776942,True,20,35,6,0
NA1_3857424198,0,,,,,,,,,,,,,,,,,,,,,0,1276564,True,37,42,6,0
NA1_3857424198,1,,,,,,,,,,,,,,,,,,,,,0,1276564,False,42,37,6,0
NA1_3857403294,0,,,,,,,,,,,,,,,,,,,,,0,1092919,False,46,35,6,0
NA1_3857403294,1,,,,,,,,,,,,,,,,,,,,,0,1092919,True,35,46,6,0
NA1_3857420426,0,,,,,,,,,,,,,,,,,,,,,0,1145037,True,42,59,6,0
NA1_3857420426,1,,,,,,,,,,,,,,,,,,,,,0,1145037,False,59,42,6,0
NA1_3856715900,0,,,,,,,,,,,,,,,,,,,,,0,1741738,False,58,54,6,0
NA1_3856715900,1,,,,,,,,,,,,,,,,,,,,,0,1741738,True,54,58,6,0
NA1_3856730629,0,,,,,,,,,,,,,,,,,,,,,0,997025,False,44,34,6,0
NA1_3856730629,1,,,,,,,,,,,,,,,,,,,,,0,997025,True,34,44,6,0
NA1_3856178909,0,,,,,,,,,,,,,,,,,,,,,0,1392922,False,54,48,6,0
NA1_3856178909,1,,,,,,,,,,,,,,,,,,,,,0,1392922,True,48,54,6,0
NA1_3856089397,0,,,,,,,,,,,,,,,,,,,,,0,1101463,True,35,62,6,0
NA1_3856089397,1,,,,,,,,,,,,,,,,,,,,,0,1101463,False,62,34,6,0
NA1_3856077837,0,,,,,,,,,,,,,,,,,,,,,0,992407,False,37,17,6,0
NA1_3856077837,1,,,,,,,,,,,,,,,,,,,,,0,992407,True,17,37,6,0
NA1_3855016458,0,,,,,,,,,,,,,,,,,,,,,0,1028304,True,39,49,6,0
NA1_3855016458,1,,,,,,,,,,,,,,,,,,,,,0,1028304,False,49,39,6,0
NA1_3855023324,0,,,,,,,,,,,,,,,,,,,,,0,1031890,False,46,34,6,0
NA1_3855023324,1,,,,,,,,,,,,,,,,,,,,,0,1031890,True,34,45,6,0
NA1_3855001170,0,,,,,,,,,,,,,,,,,,,,,0,1569666,False,75,54,6,0
NA1_3855001170,1,,,,,,,,,,,,,,,,,,,,,0,1569666,True,54,75,6,0
NA1_3854928229,0,,,,,,,,,,,,,,,,,,,,,0,1001949,True,27,44,6,0
NA1_3854928229,1,,,,,,,,,,,,,,,,,,,,,0,1001949,False,44,27,6,0
NA1_3854907022,0,,,,,,,,,,,,,,,,,,,,,0,1107169,False,52,40,6,0
NA1_3854907022,1,,,,,,,,,,,,,,,,,,,,,0,1107169,True,40,52,6,0
NA1_3854866484,0,,,,,,,,,,,,,,,,,,,,,0,732011,True,17,36,6,0
NA1_3854866484,1,,,,,,,,,,,,,,,,,,,,,0,732011,False,36,16,6,0
NA1_3854922403,0,,,,,,,,,,,,,,,,,,,,,0,1309987,True,29,43,6,0
NA1_3854922403,1,,,,,,,,,,,,,,,,,,,,,0,1309987,False,43,28,6,0
NA1_3854882047,0,,,,,,,,,,,,,,,,,,,,,0,897966,False,45,25,6,0
NA1_3854882047,1,,,,,,,,,,,,,,,,,,,,,0,897966,True,25,45,6,0
NA1_3854848983,0,,,,,,,,,,,,,,,,,,,,,0,929142,False,36,34,6,0
NA1_3854848983,1,,,,,,,,,,,,,,,,,,,,,0,929142,True,34,36,6,0
NA1_3854216758,0,,,,,,,,,,,,,,,,,,,,,0,1603731,False,60,56,6,0
NA1_3854216758,1,,,,,,,,,,,,,,,,,,,,,0,1603731,True,56,60,6,0
NA1_3854174250,0,,,,,,,,,,,,,,,,,,,,,0,879523,True,33,39,6,0
NA1_3854174250,1,,,,,,,,,,,,,,,,,,,,,0,879523,False,39,33,6,0
NA1_3854167545,0,,,,,,,,,,,,,,,,,,,,,0,1229633,True,43,58,6,0
NA1_3854167545,1,,,,,,,,,,,,,,,,,,,,,0,1229633,False,58,43,6,0
NA1_3854064495,0,,,,,,,,,,,,,,,,,,,,,0,1287637,True,38,44,6,0
NA1_3854064495,1,,,,,,,,,,,,,,,,,,,,,0,1287637,False,44,38,6,0
NA1_3854089828,0,,,,,,,,,,,,,,,,,,,,,0,788808,False,37,16,6,0
NA1_3854089828,1,,,,,,,,,,,,,,,,,,,,,0,788808,True,16,37,6,0
NA1_3853957868,0,,,,,,,,,,,,,,,,,,,,,0,1097388,True,43,51,6,0
NA1_3853957868,1,,,,,,,,,,,,,,,,,,,,,0,1097388,False,51,43,6,0
NA1_3851745269,0,,,,,,,,,,,,,,,,,,,,,0,1074721,True,33,55,6,0
NA1_3851745269,1,,,,,,,,,,,,,,,,,,,,,0,1074721,False,55,33,6,0
NA1_3851215110,0,,,,,,,,,,,,,,,,,,,,,0,2219547,False,67,45,6,0
NA1_3851215110,1,,,,,,,,,,,,,,,,,,,,,0,2219547,True,45,67,6,0
NA1_3851161731,0,,,,,,,,,,,,,,,,,,,,,0,1667758,True,56,39,6,0
NA1_3851161731,1,,,,,,,,,,,,,,,,,,,,,0,1667758,False,40,56,6,0
NA1_3850292003,0,,,,,,,,,,,,,,,,,,,,,0,689150,False,40,18,6,0
NA1_3850292003,1,,,,,,,,,,,,,,,,,,,,,0,689150,True,18,40,6,0
NA1_3849768561,0,,,,,,,,,,,,,,,,,,,,,0,1260784,False,59,47,6,0
NA1_3849768561,1,,,,,,,,,,,,,,,,,,,,,0,1260784,True,47,59,6,0
NA1_3849555241,0,,,,,,,,,,,,,,,,,,,,,0,1945851,False,79,75,6,0
NA1_3849555241,1,,,,,,,,,,,,,,,,,,,,,0,1945851,True,75,79,6,0
NA1_3849581984,0,,,,,,,,,,,,,,,,,,,,,0,1482125,True,66,67,6,0
NA1_3849581984,1,,,,,,,,,,,,,,,,,,,,,0,1482125,False,67,66,6,0
NA1_3848805994,0,,,,,,,,,,,,,,,,,,,,,0,929625,True,28,47,6,0
NA1_3848805994,1,,,,,,,,,,,,,,,,,,,,,0,929625,False,47,28,6,0
NA1_3848668265,0,,,,,,,,,,,,,,,,,,,,,0,1620984,False,57,52,6,0
NA1_3848668265,1,,,,,,,,,,,,,,,,,,,,,0,1620984,True,52,57,6,0
NA1_3848685228,0,,,,,,,,,,,,,,,,,,,,,0,865923,True,35,48,6,0
NA1_3848685228,1,,,,,,,,,,,,,,,,,,,,,0,865923,False,48,34,6,0
NA1_3848539084,0,,,,,,,,,,,,,,,,,,,,,0,1151882,True,41,45,6,0
NA1_3848539084,1,,,,,,,,,,,,,,,,,,,,,0,1151882,False,45,40,6,0
NA1_3848507195,0,,,,,,,,,,,,,,,,,,,,,0,940983,True,29,42,6,0
NA1_3848507195,1,,,,,,,,,,,,,,,,,,,,,0,940983,False,42,27,6,0
NA1_3848524586,0,,,,,,,,,,,,,,,,,,,,,0,871018,True,30,34,6,0
NA1_3848524586,1,,,,,,,,,,,,,,,,,,,,,0,871018,False,34,30,6,0
NA1_3848561900,0,,,,,,,,,,,,,,,,,,,,,0,896997,True,40,46,6,0
NA1_3848561900,1,,,,,,,,,,,,,,,,,,,,,0,896997,False,46,40,6,0
NA1_3848419265,0,,,,,,,,,,,,,,,,,,,,,0,981563,False,37,25,6,0
NA1_3848419265,1,,,,,,,,,,,,,,,,,,,,,0,981563,True,25,37,6,0
NA1_3848426885,0,,,,,,,,,,,,,,,,,,,,,0,958201,False,39,36,6,0
NA1_3848426885,1,,,,,,,,,,,,,,,,,,,,,0,958201,True,36,39,6,0
NA1_3848365366,0,,,,,,,,,,,,,,,,,,,,,0,886091,True,28,41,6,0
NA1_3848365366,1,,,,,,,,,,,,,,,,,,,,,0,886091,False,41,28,6,0
NA1_3848362851,0,,,,,,,,,,,,,,,,,,,,,0,987394,True,38,51,6,0
NA1_3848362851,1,,,,,,,,,,,,,,,,,,,,,0,987394,False,51,38,6,0
NA1_3848401034,0,,,,,,,,,,,,,,,,,,,,,0,854271,True,31,43,6,0
NA1_3848401034,1,,,,,,,,,,,,,,,,,,,,,0,854271,False,43,30,6,0
NA1_3848296063,0,,,,,,,,,,,,,,,,,,,,,0,1646410,False,33,25,6,0
NA1_3848296063,1,,,,,,,,,,,,,,,,,,,,,0,1646410,True,25,33,6,0
NA1_3848352378,0,,,,,,,,,,,,,,,,,,,,,0,1847635,False,32,31,6,0
NA1_3848352378,1,,,,,,,,,,,,,,,,,,,,,0,1847635,True,31,32,6,0
NA1_3848290576,0,,,,,,,,,,,,,,,,,,,,,0,902142,True,25,48,6,0
NA1_3848290576,1,,,,,,,,,,,,,,,,,,,,,0,902142,False,48,25,6,0
NA1_3847506562,0,,,,,,,,,,,,,,,,,,,,,0,2105151,True,23,41,6,0
NA1_3847506562,1,,,,,,,,,,,,,,,,,,,,,0,2105151,False,41,23,6,0
NA1_3847501382,0,,,,,,,,,,,,,,,,,,,,,0,1489217,True,14,30,6,0
NA1_3847501382,1,,,,,,,,,,,,,,,,,,,,,0,1489217,False,30,14,6,0
NA1_3847446552,0,,,,,,,,,,,,,,,,,,,,,0,920633,False,16,1,6,0
NA1_3847446552,1,,,,,,,,,,,,,,,,,,,,,0,920633,True,1,16,6,0
NA1_3847278940,0,,,,,,,,,,,,,,,,,,,,,0,1691995,False,38,18,6,0
NA1_3847278940,1,,,,,,,,,,,,,,,,,,,,,0,1691995,True,18,38,6,0
NA1_3847268906,0,,,,,,,,,,,,,,,,,,,,,0,2017592,True,44,45,6,0
NA1_3847268906,1,,,,,,,,,,,,,,,,,,,,,0,2017592,False,45,43,6,0
NA1_3847204178,0,,,,,,,,,,,,,,,,,,,,,0,1812142,True,13,33,6,0
NA1_3847204178,1,,,,,,,,,,,,,,,,,,,,,0,1812142,False,33,13,6,0
NA1_3847157904,0,,,,,,,,,,,,,,,,,,,,,0,1259137,True,9,26,6,0
NA1_3847157904,1,,,,,,,,,,,,,,,,,,,,,0,1259137,False,26,8,6,0
NA1_3847173034,0,,,,,,,,,,,,,,,,,,,,,0,1340874,False,30,17,6,0
NA1_3847173034,1,,,,,,,,,,,,,,,,,,,,,0,1340874,True,17,30,6,0
NA1_3847179927,0,,,,,,,,,,,,,,,,,,,,,0,956087,True,20,44,6,0
NA1_3847179927,1,,,,,,,,,,,,,,,,,,,,,0,956087,False,44,20,6,0
NA1_3847107485,0,,,,,,,,,,,,,,,,,,,,,0,1114950,True,35,43,6,0
NA1_3847107485,1,,,,,,,,,,,,,,,,,,,,,0,1114950,False,43,35,6,0
NA1_3847067162,0,,,,,,,,,,,,,,,,,,,,,0,825116,False,38,21,6,0
NA1_3847067162,1,,,,,,,,,,,,,,,,,,,,,0,825116,True,21,38,6,0
NA1_3847112793,0,,,,,,,,,,,,,,,,,,,,,0,941862,False,51,21,6,0
NA1_3847112793,1,,,,,,,,,,,,,,,,,,,,,0,941862,True,21,51,6,0
NA1_3847100702,0,,,,,,,,,,,,,,,,,,,,,0,1103541,False,33,43,6,0
NA1_3847100702,1,,,,,,,,,,,,,,,,,,,,,0,1103541,True,43,33,6,0
NA1_3847047524,0,,,,,,,,,,,,,,,,,,,,,0,1458040,True,50,51,6,0
NA1_3847047524,1,,,,,,,,,,,,,,,,,,,,,0,1458040,False,51,50,6,0
NA1_3846966481,0,,,,,,,,,,,,,,,,,,,,,0,903359,True,34,53,6,0
NA1_3846966481,1,,,,,,,,,,,,,,,,,,,,,0,903359,False,53,34,6,0
NA1_3845569066,0,,,,,,,,,,,,,,,,,,,,,0,1920027,False,59,58,6,0
NA1_3845569066,1,,,,,,,,,,,,,,,,,,,,,0,1920027,True,60,59,6,0
NA1_3845571586,0,,,,,,,,,,,,,,,,,,,,,0,834442,False,40,27,6,0
NA1_3845571586,1,,,,,,,,,,,,,,,,,,,,,0,834442,True,27,40,6,0
NA1_3845580527,0,,,,,,,,,,,,,,,,,,,,,0,578279,True,14,31,6,0
NA1_3845580527,1,,,,,,,,,,,,,,,,,,,,,0,578279,False,31,14,6,0
NA1_3844638816,0,,,,,,,,,,,,,,,,,,,,,0,948576,False,54,37,6,0
NA1_3844638816,1,,,,,,,,,,,,,,,,,,,,,0,948576,True,37,54,6,0
NA1_3844674191,0,,,,,,,,,,,,,,,,,,,,,0,1347565,False,68,49,6,0
NA1_3844674191,1,,,,,,,,,,,,,,,,,,,,,0,1347565,True,49,68,6,0
NA1_3844612844,0,,,,,,,,,,,,,,,,,,,,,0,1388874,True,73,56,6,0
NA1_3844612844,1,,,,,,,,,,,,,,,,,,,,,0,1388874,False,56,73,6,0
NA1_3844549614,0,,,,,,,,,,,,,,,,,,,,,0,1099260,False,42,34,6,0
NA1_3844549614,1,,,,,,,,,,,,,,,,,,,,,0,1099260,True,34,42,6,0
NA1_3844533570,0,,,,,,,,,,,,,,,,,,,,,0,955374,False,41,40,6,0
NA1_3844533570,1,,,,,,,,,,,,,,,,,,,,,0,955374,True,40,41,6,0
NA1_3844472788,0,,,,,,,,,,,,,,,,,,,,,0,1336568,False,39,32,6,0
NA1_3844472788,1,,,,,,,,,,,,,,,,,,,,,0,1336568,True,32,39,6,0
NA1_3841222761,0,,,,,,,,,,,,,,,,,,,,,0,1394682,False,53,46,6,0
NA1_3841222761,1,,,,,,,,,,,,,,,,,,,,,0,1394682,True,46,53,6,0
NA1_3841174042,0,,,,,,,,,,,,,,,,,,,,,0,2067994,False,80,73,6,0
NA1_3841174042,1,,,,,,,,,,,,,,,,,,,,,0,2067994,True,73,80,6,0
NA1_3841099187,0,,,,,,,,,,,,,,,,,,,,,0,1420486,True,33,55,6,0
NA1_3841099187,1,,,,,,,,,,,,,,,,,,,,,0,1420486,False,55,33,6,0
NA1_3841104956,0,,,,,,,,,,,,,,,,,,,,,0,631319,False,24,18,6,0
NA1_3841104956,1,,,,,,,,,,,,,,,,,,,,,0,631319,True,19,24,6,0
NA1_3747480226,0,,,,,,,,,,,,,,,,,,,,,0,2316229,True,37,45,6,0
NA1_3747480226,1,,,,,,,,,,,,,,,,,,,,,0,2316229,False,45,37,6,0
NA1_3747337244,0,,,,,,,,,,,,,,,,,,,,,0,1046943,False,17,10,6,0
NA1_3747337244,1,,,,,,,,,,,,,,,,,,,,,0,1046943,True,10,17,6,0
NA1_3747322207,0,,,,,,,,,,,,,,,,,,,,,0,1433870,True,53,52,6,0
NA1_3747322207,1,,,,,,,,,,,,,,,,,,,,,0,1433870,False,52,53,6,0
NA1_3747118624,0,,,,,,,,,,,,,,,,,,,,,0,1179230,False,54,43,6,0
NA1_3747118624,1,,,,,,,,,,,,,,,,,,,,,0,1179230,True,43,54,6,0
NA1_3745300249,0,,,,,,,,,,,,,,,,,,,,,0,1123657,False,58,44,6,0
NA1_3745300249,1,,,,,,,,,,,,,,,,,,,,,0,1123657,True,45,58,6,0
NA1_3745176840,0,,,,,,,,,,,,,,,,,,,,,0,993497,False,58,37,6,0
NA1_3745176840,1,,,,,,,,,,,,,,,,,,,,,0,993497,True,37,58,6,0
NA1_3738587810,0,,,,,,,,,,,,,,,,,,,,,0,1058832,False,48,36,6,0
NA1_3738587810,1,,,,,,,,,,,,,,,,,,,,,0,1058832,True,36,48,6,0
NA1_3738574633,0,,,,,,,,,,,,,,,,,,,,,0,1291574,True,25,39,6,0
NA1_3738574633,1,,,,,,,,,,,,,,,,,,,,,0,1291574,False,39,25,6,0
NA1_3738485905,0,,,,,,,,,,,,,,,,,,,,,0,1176798,True,25,34,6,0
NA1_3738485905,1,,,,,,,,,,,,,,,,,,,,,0,1176798,False,34,25,6,0
NA1_3738503029,0,,,,,,,,,,,,,,,,,,,,,0,1430880,False,58,48,6,0
NA1_3738503029,1,,,,,,,,,,,,,,,,,,,,,0,1430880,True,48,58,6,0
NA1_3738066095,0,,,,,,,,,,,,,,,,,,,,,0,1095648,False,59,34,6,0
NA1_3738066095,1,,,,,,,,,,,,,,,,,,,,,0,1095648,True,35,59,6,0
NA1_3738111763,0,,,,,,,,,,,,,,,,,,,,,0,902696,False,45,37,6,0
NA1_3738111763,1,,,,,,,,,,,,,,,,,,,,,0,902696,True,37,45,6,0
NA1_3738008328,0,,,,,,,,,,,,,,,,,,,,,0,1019013,False,46,33,6,0
NA1_3738008328,1,,,,,,,,,,,,,,,,,,,,,0,1019013,True,33,46,6,0
NA1_3731374014,0,,,,,,,,,,,,,,,,,,,,,0,1672225,True,24,37,6,0
NA1_3731374014,1,,,,,,,,,,,,,,,,,,,,,0,1672225,False,38,24,6,0
NA1_3731277762,0,,,,,,,,,,,,,,,,,,,,,0,2045545,False,42,26,6,0
NA1_3731277762,1,,,,,,,,,,,,,,,,,,,,,0,2045545,True,27,42,6,0
NA1_3730065234,0,,,,,,,,,,,,,,,,,,,,,0,1109165,True,3,16,6,0
NA1_3730065234,1,,,,,,,,,,,,,,,,,,,,,0,1109165,False,16,3,6,0
NA1_3729820524,0,,,,,,,,,,,,,,,,,,,,,0,2694663,True,36,53,6,0
NA1_3729820524,1,,,,,,,,,,,,,,,,,,,,,0,2694663,False,53,36,6,0
NA1_3729724074,0,,,,,,,,,,,,,,,,,,,,,0,1851230,True,30,33,6,0
NA1_3729724074,1,,,,,,,,,,,,,,,,,,,,,0,1851230,False,35,30,6,0
NA1_3729673101,0,,,,,,,,,,,,,,,,,,,,,0,1214612,False,41,25,6,0
NA1_3729673101,1,,,,,,,,,,,,,,,,,,,,,0,1214612,True,25,41,6,0
NA1_3729657388,0,,,,,,,,,,,,,,,,,,,,,0,1215501,False,20,3,6,0
NA1_3729657388,1,,,,,,,,,,,,,,,,,,,,,0,1215501,True,3,20,6,0
NA1_3727667474,0,,,,,,,,,,,,,,,,,,,,,0,1022275,False,45,28,6,0
NA1_3727667474,1,,,,,,,,,,,,,,,,,,,,,0,1022275,True,28,45,6,0
NA1_3727683480,0,,,,,,,,,,,,,,,,,,,,,0,1000449,True,32,42,6,0
NA1_3727683480,1,,,,,,,,,,,,,,,,,,,,,0,1000449,False,42,32,6,0
NA1_3719159885,0,,,,,,,,,,,,,,,,,,,,,0,948964,True,39,47,6,0
NA1_3719159885,1,,,,,,,,,,,,,,,,,,,,,0,948964,False,47,39,6,0
NA1_3719086423,0,,,,,,,,,,,,,,,,,,,,,0,830045,False,34,18,6,0
NA1_3719086423,1,,,,,,,,,,,,,,,,,,,,,0,830045,True,18,34,6,0
NA1_3891877891,0,,,,,,,,,,,,,,,,,,,,,0,1291084,False,55,45,6,0
NA1_3891877891,1,,,,,,,,,,,,,,,,,,,,,0,1291084,True,45,54,6,0
NA1_3891856970,0,,,,,,,,,,,,,,,,,,,,,0,872190,False,51,19,6,0
NA1_3891856970,1,,,,,,,,,,,,,,,,,,,,,0,872190,True,21,51,6,0
NA1_3891881377,0,,,,,,,,,,,,,,,,,,,,,0,1374681,True,45,44,6,0
NA1_3891881377,1,,,,,,,,,,,,,,,,,,,,,0,1374681,False,44,45,6,0
NA1_3891729498,0,,,,,,,,,,,,,,,,,,,,,0,1096916,False,46,32,6,0
NA1_3891729498,1,,,,,,,,,,,,,,,,,,,,,0,1096916,True,32,44,6,0
NA1_3891697961,0,,,,,,,,,,,,,,,,,,,,,0,1302522,False,52,55,6,0
NA1_3891697961,1,,,,,,,,,,,,,,,,,,,,,0,1302522,True,55,52,6,0
NA1_3891715353,0,,,,,,,,,,,,,,,,,,,,,0,1000314,True,19,32,6,0
NA1_3891715353,1,,,,,,,,,,,,,,,,,,,,,0,1000314,False,32,19,6,0
NA1_3891673722,0,,,,,,,,,,,,,,,,,,,,,0,1094243,False,51,43,6,0
NA1_3891673722,1,,,,,,,,,,,,,,,,,,,,,0,1094243,True,43,51,6,0
NA1_3891720455,0,,,,,,,,,,,,,,,,,,,,,0,743233,False,36,22,6,0
NA1_3891720455,1,,,,,,,,,,,,,,,,,,,,,0,743233,True,22,36,6,0
NA1_3891427556,0,,,,,,,,,,,,,,,,,,,,,0,922177,False,32,27,6,0
NA1_3891427556,1,,,,,,,,,,,,,,,,,,,,,0,922177,True,27,32,6,0
NA1_3891395390,0,,,,,,,,,,,,,,,,,,,,,0,816731,False,29,18,6,0
NA1_3891395390,1,,,,,,,,,,,,,,,,,,,,,0,816731,True,18,29,6,0
NA1_3891368802,0,,,,,,,,,,,,,,,,,,,,,0,1502973,False,74,74,6,0
NA1_3891368802,1,,,,,,,,,,,,,,,,,,,,,0,1502973,True,74,74,6,0
NA1_3891373629,0,,,,,,,,,,,,,,,,,,,,,0,1268609,True,59,53,6,0
NA1_3891373629,1,,,,,,,,,,,,,,,,,,,,,0,1268609,False,53,59,6,0
NA1_3891298094,0,,,,,,,,,,,,,,,,,,,,,0,1360687,True,49,60,6,0
NA1_3891298094,1,,,,,,,,,,,,,,,,,,,,,0,1360687,False,60,49,6,0
NA1_3891255102,0,,,,,,,,,,,,,,,,,,,,,0,834481,False,44,17,6,0
NA1_3891255102,1,,,,,,,,,,,,,,,,,,,,,0,834481,True,17,44,6,0
NA1_3891217264,0,,,,,,,,,,,,,,,,,,,,,0,1515867,True,61,81,6,0
NA1_3891217264,1,,,,,,,,,,,,,,,,,,,,,0,1515867,False,81,61,6,0
NA1_3891232185,0,,,,,,,,,,,,,,,,,,,,,0,1242379,True,45,51,6,0
NA1_3891232185,1,,,,,,,,,,,,,,,,,,,,,0,1242379,False,51,45,6,0
NA1_3891176552,0,,,,,,,,,,,,,,,,,,,,,0,1356927,False,53,52,6,0
NA1_3891176552,1,,,,,,,,,,,,,,,,,,,,,0,1356927,True,52,53,6,0
